"cell_id","N","gamma_v","gamma_o","variant","rep","lmm_auc","lmm_slope","lmm_intercept","lmm_nb10","lmm_nb20","gbm_auc","gbm_slope","gbm_intercept","gbm_nb10","gbm_nb20","lmm_coverage_slope","gbm_coverage_slope","mean_visits","prevalence","train_n","test_n","gbm_wins_auc","twin_delta_auc"
"C4_N2k_g08_09",2000,0.8,0.9,"outcome",5,0.777711091295699,1.03342090758629,-0.0682720076784736,0.774074074074074,0.745833333333333,0.779305850881405,1.02737426116095,-0.0473549488386862,0.774074074074074,0.745833333333333,1,1,7.6165,0.8005,1400,600,1,0.00159475958570554
"C4_N2k_g08_09",2000,0.8,0.9,"treatment",6,0.797690730894882,1.11725226632533,-0.0949079890459187,0.751851851851852,0.721666666666667,0.795288578566395,1.0360692326228,0.0294748644442891,0.752222222222222,0.724583333333333,1,1,7.4765,0.7835,1400,600,0,-0.0024021523284864
"C4_N2k_g08_09",2000,0.8,0.9,"outcome",7,0.796029959912793,1.09757373809101,-0.0305479918591079,0.781481481481481,0.754583333333333,0.794535480694845,1.08021408628256,-0.00900886432644082,0.781481481481481,0.754583333333333,1,1,7.8345,0.7955,1400,600,0,-0.00149447921794776
"C4_N2k_g08_09",2000,0.8,0.9,"treatment",8,0.791836734693878,0.969120320437323,0.101049793110992,0.796296296296296,0.77125,0.788942486085343,0.946828511140805,0.127152624745831,0.796296296296296,0.77125,1,1,7.7175,0.8065,1400,600,0,-0.00289424860853438
"C4_N2k_g08_09",2000,0.8,0.9,"outcome",9,0.769835182628556,0.861178677432564,0.182415109439155,0.772222222222222,0.742916666666667,0.770397641083329,0.848464604383779,0.194554120125495,0.772222222222222,0.742916666666667,1,1,7.4745,0.8,1400,600,1,0.000562458454773207
"C4_N2k_g08_09",2000,0.8,0.9,"treatment",10,0.796287448461362,1.17170650822189,-0.138872016884504,0.783333333333333,0.756666666666667,0.793650793650794,1.14186024914813,-0.107723554686905,0.783333333333333,0.75625,1,1,7.7465,0.8075,1400,600,0,-0.00263665481056796
"C4_N2k_g08_09",2000,0.8,0.9,"outcome",11,0.745310814509507,0.746221040000689,0.184804877886136,0.753703703703704,0.72375,0.742654280240215,0.732147906543711,0.196721968195109,0.753703703703704,0.72375,0,0,7.4535,0.792,1400,600,0,-0.00265653426929213
"C4_N2k_g08_09",2000,0.8,0.9,"treatment",12,0.793526923961707,1.11941080326354,-0.185835510816189,0.783333333333333,0.75625,0.794287837766099,1.12857813836007,-0.199841695397845,0.783333333333333,0.75625,1,1,7.649,0.809,1400,600,1,0.000760913804392027
"C4_N2k_g08_09",2000,0.8,0.9,"outcome",13,0.773501915467201,0.869159801206971,-0.00645439981447735,0.746296296296296,0.715416666666667,0.770695716605445,0.854720989014893,0.00385414470206318,0.746296296296296,0.715,1,1,7.632,0.786,1400,600,0,-0.00280619886175526
"C4_N2k_g08_09",2000,0.8,0.9,"treatment",14,0.814805327868852,1.3895112401429,-0.540625960365806,0.792592592592593,0.766666666666667,0.806059718969555,1.2564686655517,-0.367133342469664,0.792592592592593,0.766666666666667,0,0,7.498,0.8145,1400,600,0,-0.00874560889929732
"C4_N2k_g08_09",2000,0.8,0.9,"outcome",15,0.769108023307934,0.739726915043633,0.377552284747027,0.787037037037037,0.759166666666667,0.771438816674137,0.734831904009522,0.386507490912646,0.787037037037037,0.76125,0,0,7.5675,0.803,1400,600,1,0.00233079336620345
"C4_N2k_g08_09",2000,0.8,0.9,"treatment",16,0.769087707170954,0.93401205219442,0.0641073668137003,0.761111111111111,0.7325,0.770503135337975,0.92992423638735,0.0633285607760149,0.761111111111111,0.732083333333333,1,1,7.731,0.7855,1400,600,1,0.00141542816702056
"C4_N2k_g08_09",2000,0.8,0.9,"outcome",17,0.793444516641398,1.20232640145613,-0.0307706369101151,0.788888888888889,0.7625,0.794346978557505,1.1871229947584,-0.001579961608851,0.788888888888889,0.7625,0,1,7.38,0.794,1400,600,1,0.000902461916107211
"C4_N2k_g08_09",2000,0.8,0.9,"treatment",18,0.796848837988078,1.17564356831936,-0.229616190904241,0.766666666666667,0.737916666666667,0.79743486705512,1.15954734645787,-0.219998259415387,0.766666666666667,0.7375,1,1,7.563,0.7925,1400,600,1,0.000586029067041749
"C4_N2k_g08_09",2000,0.8,0.9,"outcome",19,0.811467051128771,1.16939528703681,-0.146926221966838,0.779814814814815,0.7525,0.80865391377734,1.15223688134964,-0.139411022210503,0.781481481481481,0.7525,1,1,7.7525,0.7995,1400,600,0,-0.00281313735143118
"C4_N2k_g08_09",2000,0.8,0.9,"treatment",20,0.754324210526316,0.912255180701068,0.100746167731095,0.768518518518518,0.740416666666667,0.750197894736842,0.893146253478056,0.121324217133485,0.768518518518518,0.74,1,1,7.604,0.794,1400,600,0,-0.00412631578947376
"C4_N2k_g08_09",2000,0.8,0.9,"outcome",21,0.805471837117407,1.06454539157918,-0.13550620368841,0.766666666666667,0.7375,0.806124840934968,1.06678555170478,-0.134754709181196,0.766666666666667,0.737916666666667,1,1,7.438,0.8015,1400,600,1,0.000653003817560727
"C4_N2k_g08_09",2000,0.8,0.9,"treatment",22,0.77022738000293,0.887100895490573,0.0794450641623656,0.757407407407407,0.724583333333333,0.769966959097642,0.888249533607161,0.0759802930022669,0.757407407407407,0.725833333333333,1,1,7.675,0.799,1400,600,0,-0.000260420905288106
"C4_N2k_g08_09",2000,0.8,0.9,"outcome",23,0.78317980530279,0.90982227216483,0.103416727888562,0.798148148148148,0.772916666666667,0.780862871129879,0.876506637830816,0.149007452144674,0.798148148148148,0.77375,1,1,7.739,0.8235,1400,600,0,-0.00231693417291057
"C4_N2k_g08_09",2000,0.8,0.9,"treatment",24,0.788499732640746,0.941937937345763,0.206099547012133,0.803703703703704,0.779583333333333,0.787965014131846,0.923003033813331,0.230312390972151,0.803703703703704,0.779583333333333,1,1,7.6355,0.803,1400,600,0,-0.000534718508899301
"C4_N2k_g08_09",2000,0.8,0.9,"outcome",25,0.763334827431645,0.925274178413987,0.181729223375887,0.787037037037037,0.76125,0.763639623487225,0.907600075304173,0.206133259917353,0.787037037037037,0.760833333333333,1,1,7.5115,0.796,1400,600,1,0.000304796055580425
"C4_N2k_g08_09",2000,0.8,0.9,"treatment",26,0.813862520458265,1.07687601121706,-0.106562171882065,0.759259259259259,0.7275,0.816628477905074,1.08948349683502,-0.124437470430793,0.759259259259259,0.7275,1,1,7.4835,0.798,1400,600,1,0.00276595744680852
"C4_N2k_g08_09",2000,0.8,0.9,"outcome",27,0.776722319717924,0.832422239129944,0.0387593728987785,0.753703703703704,0.722916666666667,0.773856482748627,0.802241139136973,0.0675759018880657,0.753703703703704,0.72125,1,1,7.3415,0.787,1400,600,0,-0.00286583696929699
"C4_N2k_g08_09",2000,0.8,0.9,"treatment",28,0.771781477663831,1.0134145169935,0.107122262064254,0.77962962962963,0.7525,0.769964534670417,0.938037939277519,0.182688747112752,0.77962962962963,0.752916666666667,1,1,7.454,0.793,1400,600,0,-0.00181694299341362
"C4_N2k_g08_09",2000,0.8,0.9,"outcome",29,0.768479215456675,0.929650319470513,0.0627101847530973,0.792592592592593,0.766666666666667,0.765259074941452,0.918020718427246,0.0744718270032847,0.792592592592593,0.766666666666667,1,1,7.6905,0.8065,1400,600,0,-0.00322014051522257
"C4_N2k_g08_09",2000,0.8,0.9,"treatment",30,0.81053848410083,0.93031395407905,0.00893910982413085,0.776111111111111,0.74875,0.809417001673597,0.920796364803402,0.0100316190526259,0.776111111111111,0.74875,1,1,7.697,0.8,1400,600,0,-0.00112148242723298
